Date,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Coun to fHandovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h),,,,,
13-Jun-21,SWAS,Derriford Hospital,116,100.00%,36,31.03%,12,10.34%,5,4.31%,4,3.45%,12.95,7.45,3.42,120.05,16.88,31.3,32.63,0.11,,,,,
14-Jun-21,SWAS,Derriford Hospital,131,100.00%,77,58.78%,52,39.69%,34,25.95%,28,21.37%,84.24,68.35,48.07,253.75,50.45,146.25,110.14,0.64,,,,,
15-Jun-21,SWAS,Derriford Hospital,131,100.00%,91,69.47%,66,50.38%,45,34.35%,32,24.43%,107.22,88,61.9,259.12,61.43,178.4,134.12,0.82,,,,,
16-Jun-21,SWAS,Derriford Hospital,134,100.00%,88,65.67%,57,42.54%,25,18.66%,15,11.19%,69.47,51.58,32.43,299.13,43.75,108.7,97.72,0.52,,,,,
17-Jun-21,SWAS,Derriford Hospital,137,100.00%,93,67.88%,66,48.18%,39,28.47%,28,20.44%,90.16,70.85,45.68,265.67,52.12,156.45,119.01,0.66,,,,,
18-Jun-21,SWAS,Derriford Hospital,126,100.00%,87,69.05%,62,49.21%,40,31.75%,26,20.63%,74.69,56.46,32.11,231.92,48.21,120.18,101.24,0.59,,,,,
19-Jun-21,SWAS,Derriford Hospital,122,100.00%,94,77.05%,67,54.92%,43,35.25%,30,24.59%,97.14,78.24,52.65,254.47,61.08,165.82,124.21,0.8,,,,,
20-Jun-21,SWAS,Derriford Hospital,123,100.00%,67,54.47%,44,35.77%,20,16.26%,7,5.69%,40.71,27.35,12.53,197.92,31.33,80.05,64.23,0.33,,,,,
21-Jun-21,SWAS,Derriford Hospital,117,100.00%,55,47.01%,33,28.21%,18,15.38%,9,7.69%,39.26,28.85,16.15,221.02,31.07,80.35,60.59,0.34,,,,,
22-Jun-21,SWAS,Derriford Hospital,109,100.00%,56,51.38%,38,34.86%,21,19.27%,11,10.09%,43.96,32.33,17.5,228.17,35.4,93.18,64.3,0.4,,,,,
23-Jun-21,SWAS,Derriford Hospital,132,100.00%,72,54.55%,47,35.61%,21,15.91%,17,12.88%,51.06,37.11,22.09,191.43,34.5,113.43,75.91,0.39,,,,,
24-Jun-21,SWAS,Derriford Hospital,132,100.00%,72,54.55%,38,28.79%,27,20.45%,24,18.18%,70.01,57.98,42.9,240.37,43.67,154.7,96.08,0.53,,,,,
25-Jun-21,SWAS,Derriford Hospital,114,100.00%,89,78.07%,73,64.04%,47,41.23%,40,35.09%,153.63,133.94,104.73,358.3,94.47,271.75,179.49,1.35,,,,,
26-Jun-21,SWAS,Derriford Hospital,94,100.00%,40,42.55%,19,20.21%,5,5.32%,3,3.19%,16.11,9.21,3.99,152,20.95,44.13,32.82,0.17,,,,,
27-Jun-21,SWAS,Derriford Hospital,121,100.00%,52,42.98%,32,26.45%,21,17.36%,17,14.05%,65.26,54.99,42.52,298,42.72,162.77,86.14,0.54,,,,,
28-Jun-21,SWAS,Derriford Hospital,117,100.00%,68,58.12%,43,36.75%,25,21.37%,12,10.26%,44.79,31.27,14.78,164.52,34.8,93.8,67.86,0.38,,,,,
29-Jun-21,SWAS,Derriford Hospital,106,100.00%,74,69.81%,51,48.11%,38,35.85%,27,25.47%,85.32,70.12,48.56,279.78,61.32,168.88,108.34,0.8,,,,,
30-Jun-21,SWAS,Derriford Hospital,114,100.00%,34,29.82%,11,9.65%,2,1.75%,2,1.75%,8.87,3.74,1.54,119.32,14.58,29.6,27.7,0.08,,,,,
01-Jul-21,SWAS,Derriford Hospital,123,100.00%,62,50.41%,38,30.89%,22,17.89%,15,12.20%,41.99,29.9,15.58,163.58,31.63,93.75,64.85,0.34,,,,,
02-Jul-21,SWAS,Derriford Hospital,102,100.00%,53,51.96%,37,36.27%,25,24.51%,9,8.82%,38.12,27.29,11.83,136.25,33.74,83.33,57.36,0.37,,,,,
03-Jul-21,SWAS,Derriford Hospital,105,100.00%,53,50.48%,35,33.33%,17,16.19%,4,3.81%,32.4,21.7,8.91,200.45,29.72,72.75,52.01,0.31,,,,,
04-Jul-21,SWAS,Derriford Hospital,135,100.00%,42,31.11%,8,5.93%,0,0.00%,0,0.00%,6.63,1.22,0,46.97,12.25,26.82,27.55,0.05,,,,,
05-Jul-21,SWAS,Derriford Hospital,129,100.00%,73,56.59%,54,41.86%,43,33.33%,39,30.23%,163.46,147.9,124.11,470,87.17,283.53,187.43,1.27,,,,,
06-Jul-21,SWAS,Derriford Hospital,116,100.00%,83,71.55%,66,56.90%,49,42.24%,39,33.62%,117.19,98.27,71.08,397.72,73.63,182.97,142.34,1.01,,,,,
07-Jul-21,SWAS,Derriford Hospital,102,100.00%,57,55.88%,33,32.35%,10,9.80%,2,1.96%,23.24,12.16,3.04,117.08,25.57,58.2,43.47,0.23,,,,,
08-Jul-21,SWAS,Derriford Hospital,120,100.00%,62,51.67%,29,24.17%,10,8.33%,1,0.83%,20.31,9.46,1.98,93.77,21.68,44.55,43.37,0.17,,,,,
09-Jul-21,SWAS,Derriford Hospital,99,100.00%,26,26.26%,13,13.13%,0,0.00%,0,0.00%,6,1.97,0,57.05,12.6,33.55,20.79,0.06,,,,,
10-Jul-21,SWAS,Derriford Hospital,110,100.00%,19,17.27%,3,2.73%,0,0.00%,0,0.00%,2.44,0.27,0,43.37,10.38,19.58,19.02,0.02,,,,,
11-Jul-21,SWAS,Derriford Hospital,114,100.00%,21,18.42%,4,3.51%,1,0.88%,0,0.00%,3.77,1.18,0.33,79.58,10.49,20.1,19.94,0.03,,,,,
12-Jul-21,SWAS,Derriford Hospital,127,100.00%,62,48.82%,32,25.20%,16,12.60%,13,10.24%,51.06,39.54,27.73,234.57,35.22,120.37,74.54,0.4,,,,,
13-Jul-21,SWAS,Derriford Hospital,114,100.00%,75,65.79%,54,47.37%,36,31.58%,26,22.81%,89.64,73.63,51.63,321.43,59.46,157.63,112.98,0.79,,,,,
14-Jul-21,SWAS,Derriford Hospital,118,100.00%,71,60.17%,39,33.05%,25,21.19%,20,16.95%,66.86,53.46,38.09,246.82,46.05,148.28,90.57,0.57,,,,,
15-Jul-21,SWAS,Derriford Hospital,108,100.00%,57,52.78%,34,31.48%,17,15.74%,15,13.89%,52.65,42.06,29.77,236,41.1,159.03,73.99,0.49,,,,,
16-Jul-21,SWAS,Derriford Hospital,110,100.00%,62,56.36%,45,40.91%,27,24.55%,20,18.18%,74.02,60.8,43.39,255.17,52.26,189.12,95.82,0.67,,,,,
17-Jul-21,SWAS,Derriford Hospital,116,100.00%,60,51.72%,41,35.34%,29,25.00%,21,18.10%,62.87,50.71,33.88,229.33,43.91,142.38,84.89,0.54,,,,,
18-Jul-21,SWAS,Derriford Hospital,119,100.00%,67,56.30%,47,39.50%,26,21.85%,14,11.76%,50.03,35.88,17.44,222.43,37.16,93.05,73.69,0.42,,,,,
19-Jul-21,SWAS,Derriford Hospital,108,100.00%,80,74.07%,64,59.26%,46,42.59%,39,36.11%,151.12,133.27,106.56,379.87,96.9,270.22,174.41,1.4,,,,,
20-Jul-21,SWAS,Derriford Hospital,108,100.00%,75,69.44%,57,52.78%,24,22.22%,17,15.74%,62.87,46.89,28.49,282.47,47.8,125.92,86.04,0.58,,,,,
21-Jul-21,SWAS,Derriford Hospital,104,100.00%,63,60.58%,43,41.35%,29,27.88%,26,25.00%,100.9,87.5,70.51,469.47,69.91,193.57,121.19,0.97,,,,,
22-Jul-21,SWAS,Derriford Hospital,110,100.00%,88,80.00%,70,63.64%,45,40.91%,30,27.27%,103.41,83.98,56.91,374.42,70.15,176.4,128.61,0.94,,,,,
23-Jul-21,SWAS,Derriford Hospital,114,100.00%,70,61.40%,48,42.11%,34,29.82%,23,20.18%,75.01,60.15,40.43,321.62,51.83,128.18,98.48,0.66,,,,,
24-Jul-21,SWAS,Derriford Hospital,95,100.00%,62,65.26%,46,48.42%,32,33.68%,23,24.21%,70.38,56.89,37.95,360.27,57.05,134.95,90.33,0.74,,,,,
25-Jul-21,SWAS,Derriford Hospital,114,100.00%,74,64.91%,45,39.47%,22,19.30%,11,9.65%,45.78,30.94,15.22,175.93,36.34,88.5,69.05,0.4,,,,,
26-Jul-21,SWAS,Derriford Hospital,108,100.00%,69,63.89%,51,47.22%,28,25.93%,19,17.59%,54.81,39.87,21.06,246.73,42.93,111.88,77.27,0.51,,,,,
27-Jul-21,SWAS,Derriford Hospital,123,100.00%,76,61.79%,54,43.90%,35,28.46%,28,22.76%,129.35,113.63,91.85,475.67,75.1,255.73,153.96,1.05,,,,,
28-Jul-21,SWAS,Derriford Hospital,97,100.00%,59,60.82%,42,43.30%,26,26.80%,19,19.59%,58.82,45.95,29.71,217.9,48.76,161.38,78.82,0.61,,,,,
29-Jul-21,SWAS,Derriford Hospital,101,100.00%,58,57.43%,33,32.67%,25,24.75%,16,15.84%,50.17,39.32,25.28,246.53,41.57,111.18,69.98,0.5,,,,,
30-Jul-21,SWAS,Derriford Hospital,120,100.00%,48,40.00%,30,25.00%,14,11.67%,5,4.17%,25.22,16.25,5.94,142.15,22.57,64.15,45.14,0.21,,,,,
31-Jul-21,SWAS,Derriford Hospital,108,100.00%,36,33.33%,10,9.26%,2,1.85%,0,0.00%,7.75,2.72,0.37,82.3,13.88,29.65,24.98,0.07,,,,,
01-Aug-21,SWAS,Derriford Hospital,120,100.00%,55,45.83%,29,24.17%,10,8.33%,0,0.00%,20.43,10.65,2.73,88.02,21.26,48.4,42.52,0.17,,,,,
02-Aug-21,SWAS,Derriford Hospital,109,100.00%,76,69.72%,59,54.13%,44,40.37%,33,30.28%,130.8,114.43,88.89,368.55,84.89,265.93,154.21,1.2,,,,,
03-Aug-21,SWAS,Derriford Hospital,87,100.00%,64,73.56%,54,62.07%,34,39.08%,22,25.29%,76.04,61.12,39.27,264.13,65.83,165.23,95.46,0.87,,,,,
04-Aug-21,SWAS,Derriford Hospital,115,100.00%,53,46.09%,18,15.65%,0,0.00%,0,0.00%,11.27,2.83,0,58.63,17.07,33.08,32.72,0.1,,,,,
05-Aug-21,SWAS,Derriford Hospital,125,100.00%,83,66.40%,49,39.20%,21,16.80%,10,8.00%,48.58,32.54,16.07,189.97,36.39,82.72,75.81,0.39,,,,,
06-Aug-21,SWAS,Derriford Hospital,110,100.00%,51,46.36%,17,15.45%,2,1.82%,0,0.00%,10.28,3.63,0.69,85,16.85,33.78,30.9,0.09,,,,,
07-Aug-21,SWAS,Derriford Hospital,105,100.00%,41,39.05%,19,18.10%,7,6.67%,1,0.95%,13.63,6.56,1.01,91.43,18.51,44.27,32.39,0.13,,,,,
08-Aug-21,SWAS,Derriford Hospital,84,100.00%,34,40.48%,9,10.71%,0,0.00%,0,0.00%,5.61,0.97,0,43.12,14.3,32.53,20.02,0.07,,,,,
09-Aug-21,SWAS,Derriford Hospital,99,100.00%,47,47.47%,25,25.25%,12,12.12%,11,11.11%,46.96,38.4,29.37,393.87,39.3,162.85,64.84,0.47,,,,,
10-Aug-21,SWAS,Derriford Hospital,94,100.00%,58,61.70%,39,41.49%,24,25.53%,19,20.21%,64.1,52.19,36.68,367.1,53.48,148.9,83.79,0.68,,,,,
11-Aug-21,SWAS,Derriford Hospital,129,100.00%,82,63.57%,46,35.66%,27,20.93%,17,13.18%,55.03,40.4,23.15,172.77,38.09,106.17,81.89,0.43,,,,,
12-Aug-21,SWAS,Derriford Hospital,91,100.00%,46,50.55%,23,25.27%,14,15.38%,5,5.49%,23.92,15.89,7.5,163.88,27.28,75.2,41.37,0.26,,,,,
13-Aug-21,SWAS,Derriford Hospital,100,100.00%,54,54.00%,31,31.00%,9,9.00%,7,7.00%,36.17,25.67,16.74,287.93,33.29,57.1,55.48,0.36,,,,,
14-Aug-21,SWAS,Derriford Hospital,83,100.00%,43,51.81%,22,26.51%,4,4.82%,1,1.20%,15.1,7.1,1.61,140.42,23.19,47.68,32.08,0.18,,,,,
15-Aug-21,SWAS,Derriford Hospital,101,100.00%,30,29.70%,5,4.95%,1,0.99%,0,0.00%,4.35,0.88,0.01,60.47,12.56,23.45,21.13,0.04,,,,,
16-Aug-21,SWAS,Derriford Hospital,107,100.00%,50,46.73%,34,31.78%,14,13.08%,8,7.48%,29.09,18.82,7.11,127.53,27.39,74.13,48.84,0.27,,,,,
17-Aug-21,SWAS,Derriford Hospital,94,100.00%,41,43.62%,22,23.40%,14,14.89%,14,14.89%,38.56,31.3,22.88,219.32,35.35,142.27,55.39,0.41,,,,,
18-Aug-21,SWAS,Derriford Hospital,101,100.00%,48,47.52%,21,20.79%,4,3.96%,1,0.99%,13.97,6.22,0.99,96.17,19.39,46.7,32.64,0.14,,,,,
19-Aug-21,SWAS,Derriford Hospital,107,100.00%,76,71.03%,52,48.60%,29,27.10%,17,15.89%,59.07,42.71,22.27,204.88,45.99,116.17,82.01,0.55,,,,,
20-Aug-21,SWAS,Derriford Hospital,100,100.00%,44,44.00%,24,24.00%,13,13.00%,7,7.00%,25.67,17.73,8.93,152.32,26.54,70.47,44.24,0.26,,,,,
21-Aug-21,SWAS,Derriford Hospital,105,100.00%,75,71.43%,50,47.62%,25,23.81%,15,14.29%,59.23,43.89,25.92,229.28,47.1,124.82,82.42,0.56,,,,,
22-Aug-21,SWAS,Derriford Hospital,105,100.00%,59,56.19%,35,33.33%,19,18.10%,17,16.19%,72.85,61.13,48.52,400.95,53.92,189.85,94.35,0.69,,,,,
23-Aug-21,SWAS,Derriford Hospital,108,100.00%,69,63.89%,40,37.04%,22,20.37%,18,16.67%,71.05,57.97,43.3,387.32,51.38,166.92,92.49,0.66,,,,,
24-Aug-21,SWAS,Derriford Hospital,112,100.00%,83,74.11%,67,59.82%,52,46.43%,40,35.71%,127.82,109.28,80.16,422.37,81.41,193.77,151.97,1.14,,,,,
25-Aug-21,SWAS,Derriford Hospital,109,100.00%,66,60.55%,49,44.95%,31,28.44%,19,17.43%,55.35,41.03,22.29,258.77,42.65,108.93,77.49,0.51,,,,,
26-Aug-21,SWAS,Derriford Hospital,101,100.00%,67,66.34%,49,48.51%,30,29.70%,25,24.75%,77.28,63.36,43.37,233.3,58.74,167.3,98.88,0.77,,,,,
27-Aug-21,SWAS,Derriford Hospital,99,100.00%,71,71.72%,53,53.54%,39,39.39%,34,34.34%,120.95,105.82,83.26,331.93,86.26,254.7,142.32,1.22,,,,,
28-Aug-21,SWAS,Derriford Hospital,101,100.00%,52,51.49%,31,30.69%,18,17.82%,14,13.86%,44.98,35.2,24.19,232.4,38.29,112.58,64.45,0.45,,,,,
29-Aug-21,SWAS,Derriford Hospital,92,100.00%,65,70.65%,48,52.17%,35,38.04%,26,28.26%,81.92,68.2,48.85,465.8,66.56,154.28,102.05,0.89,,,,,
30-Aug-21,SWAS,Derriford Hospital,99,100.00%,73,73.74%,45,45.45%,16,16.16%,10,10.10%,49,34.41,19.66,301.13,42.73,94.2,70.5,0.49,,,,,
31-Aug-21,SWAS,Derriford Hospital,104,100.00%,73,70.19%,51,49.04%,34,32.69%,32,30.77%,107.86,92.42,72.35,365.4,74.86,193.68,129.76,1.04,,,,,
01-Sep-21,SWAS,Derriford Hospital,107,100.00%,83,77.57%,64,59.81%,38,35.51%,24,22.43%,88.73,70.77,46.43,321.35,63.37,148.47,113.01,0.83,,,,,
02-Sep-21,SWAS,Derriford Hospital,110,100.00%,52,47.27%,21,19.09%,2,1.82%,1,0.91%,15.77,5.84,0.66,96.72,19.62,40.5,35.97,0.14,,,,,
03-Sep-21,SWAS,Derriford Hospital,106,100.00%,46,43.40%,20,18.87%,5,4.72%,0,0.00%,13.39,5.82,0.79,75.58,18.98,41.65,33.52,0.13,,,,,
04-Sep-21,SWAS,Derriford Hospital,96,100.00%,33,34.38%,8,8.33%,1,1.04%,0,0.00%,6.45,1.9,0.29,77.52,14.71,29.68,23.53,0.07,,,,,
05-Sep-21,SWAS,Derriford Hospital,104,100.00%,47,45.19%,16,15.38%,5,4.81%,5,4.81%,18.36,9.61,3.97,121,21.47,51.03,37.21,0.18,,,,,
06-Sep-21,SWAS,Derriford Hospital,111,100.00%,67,60.36%,46,41.44%,22,19.82%,17,15.32%,63.61,48.75,32.95,266.28,46.36,143.03,85.76,0.57,,,,,
07-Sep-21,SWAS,Derriford Hospital,96,100.00%,67,69.79%,48,50.00%,37,38.54%,34,35.42%,164.75,150.98,130.37,615.72,115.95,352.97,185.51,1.72,,,,,
08-Sep-21,SWAS,Derriford Hospital,97,100.00%,76,78.35%,50,51.55%,42,43.30%,36,37.11%,121.05,105.68,82.96,425.12,88.2,233.45,142.59,1.25,,,,,
09-Sep-21,SWAS,Derriford Hospital,112,100.00%,72,64.29%,54,48.21%,39,34.82%,32,28.57%,96,80.71,58.69,310.37,63.49,170.33,118.52,0.86,,,,,
10-Sep-21,SWAS,Derriford Hospital,107,100.00%,82,76.64%,71,66.36%,52,48.60%,39,36.45%,140.3,121.44,92.06,469.73,92.18,276.82,164.38,1.31,,,,,
11-Sep-21,SWAS,Derriford Hospital,76,100.00%,68,89.47%,55,72.37%,41,53.95%,33,43.42%,128.42,112.9,89.78,414.28,115.75,306.5,146.62,1.69,,,,,
12-Sep-21,SWAS,Derriford Hospital,97,100.00%,74,76.29%,57,58.76%,38,39.18%,26,26.80%,97.78,81.85,57.91,349.05,73.85,179.63,119.38,1.01,,,,,
13-Sep-21,SWAS,Derriford Hospital,101,100.00%,62,61.39%,47,46.53%,30,29.70%,21,20.79%,93.86,80.65,62.53,419.83,68.11,254.35,114.65,0.93,,,,,
14-Sep-21,SWAS,Derriford Hospital,93,100.00%,62,66.67%,49,52.69%,34,36.56%,23,24.73%,73.61,59.78,38.81,338.18,59.67,147.57,92.49,0.79,,,,,
15-Sep-21,SWAS,Derriford Hospital,110,100.00%,69,62.73%,49,44.55%,22,20.00%,12,10.91%,52.28,38.31,23.45,215.38,40.76,111.95,74.72,0.48,,,,,
16-Sep-21,SWAS,Derriford Hospital,111,100.00%,69,62.16%,44,39.64%,13,11.71%,6,5.41%,37.46,23.74,10.61,165.35,32.34,64.88,59.83,0.34,,,,,
17-Sep-21,SWAS,Derriford Hospital,117,100.00%,82,70.09%,51,43.59%,28,23.93%,23,19.66%,74.77,58.64,39.99,245.88,51.45,167.12,100.33,0.64,,,,,
18-Sep-21,SWAS,Derriford Hospital,99,100.00%,60,60.61%,27,27.27%,10,10.10%,2,2.02%,22,10.68,3.79,131.9,26.09,63.18,43.05,0.22,,,,,
19-Sep-21,SWAS,Derriford Hospital,113,100.00%,41,36.28%,13,11.50%,0,0.00%,0,0.00%,7.08,1.45,0,58.5,14.48,31.42,27.26,0.06,,,,,
20-Sep-21,SWAS,Derriford Hospital,123,100.00%,83,67.48%,58,47.15%,28,22.76%,16,13.01%,65.49,48.18,27.66,257.37,44.85,105.42,91.94,0.53,,,,,
21-Sep-21,SWAS,Derriford Hospital,97,100.00%,64,65.98%,37,38.14%,17,17.53%,10,10.31%,34.58,22.2,10.3,126.23,34.15,92.8,55.21,0.36,,,,,
22-Sep-21,SWAS,Derriford Hospital,104,100.00%,55,52.88%,29,27.88%,8,7.69%,2,1.92%,23.54,13.43,4.09,136.62,24.88,56.58,43.12,0.23,,,,,
23-Sep-21,SWAS,Derriford Hospital,101,100.00%,35,34.65%,8,7.92%,0,0.00%,0,0.00%,5.73,1.06,0,50.72,13.69,27.85,23.05,0.06,,,,,
24-Sep-21,SWAS,Derriford Hospital,116,100.00%,59,50.86%,37,31.90%,22,18.97%,16,13.79%,90.81,79.79,66.42,455.47,58.43,297.55,112.96,0.78,,,,,
25-Sep-21,SWAS,Derriford Hospital,97,100.00%,65,67.01%,49,50.52%,32,32.99%,20,20.62%,62.04,47.72,27.6,222.83,50.8,128.28,82.12,0.64,,,,,
26-Sep-21,SWAS,Derriford Hospital,97,100.00%,66,68.04%,49,50.52%,27,27.84%,16,16.49%,65.49,51.56,32.55,354.68,53.14,130.8,85.91,0.68,,,,,
27-Sep-21,SWAS,Derriford Hospital,110,100.00%,72,65.45%,38,34.55%,28,25.45%,18,16.36%,51.43,38.98,22.72,159.38,41.1,121.38,75.34,0.47,,,,,
28-Sep-21,SWAS,Derriford Hospital,116,100.00%,89,76.72%,69,59.48%,46,39.66%,37,31.90%,123.82,104,75.77,384.22,77.64,188.2,150.11,1.07,,,,,
29-Sep-21,SWAS,Derriford Hospital,107,100.00%,56,52.34%,31,28.97%,13,12.15%,9,8.41%,33.26,23.16,11.81,202.82,29.78,80.85,53.11,0.31,,,,,
30-Sep-21,SWAS,Derriford Hospital,121,100.00%,68,56.20%,44,36.36%,22,18.18%,16,13.22%,44.68,31.56,16.41,148.6,34.21,101.62,68.99,0.37,,,,,
01-Oct-21,SWAS,Derriford Hospital,100,100.00%,72,72.00%,49,49.00%,34,34.00%,26,26.00%,108.9,93.81,74.35,533.82,78.65,185.37,131.08,1.09,,,,,
02-Oct-21,SWAS,Derriford Hospital,87,100.00%,64,73.56%,55,63.22%,46,52.87%,37,42.53%,175.09,160.37,135.81,545.92,133.8,401.03,194.01,2.01,,,,,
03-Oct-21,SWAS,Derriford Hospital,86,100.00%,63,73.26%,55,63.95%,39,45.35%,29,33.72%,126.28,111.83,90.64,458.2,100.88,337.62,144.6,1.47,,,,,
04-Oct-21,SWAS,Derriford Hospital,110,100.00%,71,64.55%,51,46.36%,39,35.45%,32,29.09%,116.26,101.1,78.96,524.05,76.14,163.22,139.6,1.06,,,,,
05-Oct-21,SWAS,Derriford Hospital,87,100.00%,53,60.92%,45,51.72%,29,33.33%,25,28.74%,104.37,92.29,74.54,406.45,83.68,271.8,121.34,1.2,,,,,
06-Oct-21,SWAS,Derriford Hospital,100,100.00%,83,83.00%,66,66.00%,45,45.00%,39,39.00%,144.21,126.2,98.44,533.25,100.32,304.37,167.2,1.44,,,,,
07-Oct-21,SWAS,Derriford Hospital,94,100.00%,72,76.60%,54,57.45%,42,44.68%,27,28.72%,94.24,78.28,55.24,316.77,73.52,192.57,115.19,1,,,,,
08-Oct-21,SWAS,Derriford Hospital,111,100.00%,81,72.97%,61,54.95%,40,36.04%,34,30.63%,91.2,73.73,47.94,214.6,62.14,157.1,114.97,0.82,,,,,
09-Oct-21,SWAS,Derriford Hospital,99,100.00%,85,85.86%,57,57.58%,33,33.33%,27,27.27%,88.14,69.9,48.41,362.82,67.65,163.18,111.62,0.89,,,,,
10-Oct-21,SWAS,Derriford Hospital,100,100.00%,74,74.00%,47,47.00%,26,26.00%,21,21.00%,121.63,106.58,89.41,635.33,86.16,244.25,143.61,1.22,,,,,
11-Oct-21,SWAS,Derriford Hospital,99,100.00%,83,83.84%,68,68.69%,47,47.47%,40,40.40%,157.75,139.27,111.33,479.2,109.18,313.9,180.15,1.59,,,,,
12-Oct-21,SWAS,Derriford Hospital,91,100.00%,67,73.63%,47,51.65%,34,37.36%,24,26.37%,111.08,97,77.26,433.38,86.4,259.85,131.04,1.22,,,,,
13-Oct-21,SWAS,Derriford Hospital,91,100.00%,59,64.84%,42,46.15%,25,27.47%,19,20.88%,75.5,63.68,47.68,324.17,62.51,203.23,94.81,0.83,,,,,
14-Oct-21,SWAS,Derriford Hospital,117,100.00%,72,61.54%,54,46.15%,34,29.06%,22,18.80%,72.13,56.51,35.1,415.13,49.4,112.62,96.33,0.62,,,,,
15-Oct-21,SWAS,Derriford Hospital,108,100.00%,83,76.85%,64,59.26%,39,36.11%,30,27.78%,90.07,71.42,45.67,286.6,63.46,145.8,114.23,0.83,,,,,
16-Oct-21,SWAS,Derriford Hospital,104,100.00%,78,75.00%,53,50.96%,35,33.65%,29,27.88%,82.74,66.56,44.69,216.9,60.85,164.38,105.48,0.8,,,,,
17-Oct-21,SWAS,Derriford Hospital,93,100.00%,71,76.34%,50,53.76%,28,30.11%,14,15.05%,51.39,36.65,16.83,162,46.28,102.95,71.73,0.55,,,,,
18-Oct-21,SWAS,Derriford Hospital,110,100.00%,84,76.36%,69,62.73%,46,41.82%,38,34.55%,169.45,150.41,122.72,571.03,105.61,274.93,193.61,1.54,,,,,
19-Oct-21,SWAS,Derriford Hospital,85,100.00%,64,75.29%,50,58.82%,36,42.35%,26,30.59%,83.57,69.52,47.88,369.73,72.01,190.95,102.01,0.98,,,,,
20-Oct-21,SWAS,Derriford Hospital,87,100.00%,56,64.37%,40,45.98%,24,27.59%,18,20.69%,68.75,56.91,41.47,409.65,59.9,188.22,86.85,0.79,,,,,
21-Oct-21,SWAS,Derriford Hospital,81,100.00%,60,74.07%,51,62.96%,34,41.98%,26,32.10%,83.24,69.61,49.2,502.07,74.88,182.05,101.09,1.03,,,,,
22-Oct-21,SWAS,Derriford Hospital,104,100.00%,72,69.23%,54,51.92%,33,31.73%,22,21.15%,77.42,61.54,40.1,403.13,57.59,129.77,99.82,0.74,,,,,
23-Oct-21,SWAS,Derriford Hospital,94,100.00%,76,80.85%,59,62.77%,38,40.43%,32,34.04%,137.07,119.93,96.05,453.72,101.1,281.62,158.4,1.46,,,,,
24-Oct-21,SWAS,Derriford Hospital,115,100.00%,68,59.13%,46,40.00%,24,20.87%,15,13.04%,57.23,43.72,27.43,295.23,41.89,100.73,80.29,0.5,,,,,
25-Oct-21,SWAS,Derriford Hospital,92,100.00%,67,72.83%,48,52.17%,35,38.04%,26,28.26%,92.71,78.38,58.35,356.93,73.26,192.67,112.34,1.01,,,,,
26-Oct-21,SWAS,Derriford Hospital,114,100.00%,78,68.42%,61,53.51%,39,34.21%,29,25.44%,102.47,85.68,62.11,358.78,66.1,185.45,125.59,0.9,,,,,
27-Oct-21,SWAS,Derriford Hospital,104,100.00%,67,64.42%,49,47.12%,25,24.04%,19,18.27%,75.11,60.69,43.62,326.55,55.84,159.6,96.79,0.72,,,,,
28-Oct-21,SWAS,Derriford Hospital,102,100.00%,75,73.53%,59,57.84%,46,45.10%,33,32.35%,113.48,96.9,71.58,366.93,79.82,233.65,135.7,1.11,,,,,
29-Oct-21,SWAS,Derriford Hospital,92,100.00%,60,65.22%,41,44.57%,24,26.09%,20,21.74%,90.85,78.62,62.89,455.17,71.86,219.18,110.19,0.99,,,,,
30-Oct-21,SWAS,Derriford Hospital,84,100.00%,56,66.67%,45,53.57%,33,39.29%,22,26.19%,91.65,78.7,59.58,485.45,77.75,231.33,108.85,1.09,,,,,
31-Oct-21,SWAS,Derriford Hospital,81,100.00%,41,50.62%,24,29.63%,8,9.88%,6,7.41%,24.51,16.53,9.3,196.82,29.98,58.65,40.47,0.3,,,,,
01-Nov-21,SWAS,Derriford Hospital,95,100.00%,53,55.79%,33,34.74%,22,23.16%,17,17.89%,61.38,51.08,37.65,555.63,50.66,140.6,80.21,0.65,,,,,
02-Nov-21,SWAS,Derriford Hospital,99,100.00%,75,75.76%,62,62.63%,44,44.44%,36,36.36%,125,108.03,82.61,332.95,88.91,238.4,146.7,1.26,,,,,
03-Nov-21,SWAS,Derriford Hospital,92,100.00%,58,63.04%,42,45.65%,27,29.35%,17,18.48%,65.36,52.83,35.16,390.48,54.83,146.92,84.07,0.71,,,,,
04-Nov-21,SWAS,Derriford Hospital,91,100.00%,73,80.22%,56,61.54%,40,43.96%,36,39.56%,158,141.78,117.4,591.18,118.04,340.65,179.03,1.74,,,,,
05-Nov-21,SWAS,Derriford Hospital,129,100.00%,104,80.62%,78,60.47%,51,39.53%,39,30.23%,198.03,175.02,143.34,662.22,105.7,326.18,227.26,1.54,,,,,
