Month Year,Ambulance Trust,Hospital Name,Count of Handovers at Hospital,Handover Compliance,Count of Handovers Over 15 Minutes,% of Handovers Over 15 Minutes,Count of Handovers Over 30 Minutes,% of Handovers Over 30 Minutes,Count of Handovers Over 60 Minutes,% of Handovers Over 60 Minutes,Count of Handovers Over 90 Minutes,% of Handovers Over 90 Minutes,Hours lost for Handovers over 15 minutes,Hours lost for Handovers over 30 minutes,Hours lost for Handovers over 60 minutes,Longest Handover (mm.m),Mean Handover Time (mm.m),90th Centile Handover Time (mm.m),Total Handover Time (hh.h),Average Time Lost for Handovers over 15 minutes per Handover (hh.h)
Sep-22,NEAS,Nsec A&E,"2,437",83.77%,"1,700",69.76%,682,27.99%,125,5.13%,11,0.45%,467.55,368.15,126.79,157.82,25.36,61.76,"1,030.17",0.19
Sep-22,EEAST,Peterborough City Hospital,"1,390",80.30%,"1,259",90.58%,727,52.30%,268,19.28%,148,10.65%,756.82,507.96,286.14,537.2,47.36,104.23,"1,097.26",0.54
Sep-22,EMAS,Peterborough City Hospital,701,100.00%,644,91.87%,418,59.63%,197,28.10%,133,18.97%,810.04,600.3,386.38,771,68.77,146.19,803.44,1.16
Sep-22,YAS,Pinderfields General Hospital,"2,914",87.98%,"1,175",40.32%,329,11.29%,72,2.47%,33,1.13%,277.29,113.88,35.66,154.77,16.84,31.96,817.88,0.1
Sep-22,SWAS,Poole Hospital,"1,835",100.00%,"1,302",70.95%,804,43.81%,463,25.23%,322,17.55%,"1,221.00",964.02,667.92,462.7,53.25,130.32,"1,628.60",0.67
Sep-22,EEAST,Princess Alexandra Hospital,"1,126",78.96%,"1,005",89.25%,711,63.14%,393,34.90%,244,21.67%,963.99,750.99,492.93,556.15,65.88,147.16,"1,236.28",0.86
Sep-22,WMAS,Princess Royal,"1,433",74.10%,"1,288",89.88%,903,63.01%,558,38.94%,414,28.89%,"1,914.34","1,645.32","1,296.36",920,94.75,242.19,"2,262.91",1.34
Sep-22,SECAmb,Princess Royal Hospital,663,87.58%,478,72.10%,150,22.62%,23,3.47%,4,0.60%,110.93,37.72,5.79,108.45,24.02,40.93,265.39,0.17
Sep-22,LAS,Princess Royal; Farnborough,"1,301",77.63%,979,75.25%,432,33.21%,204,15.68%,124,9.53%,514.85,349.43,205.01,359,37.63,85.8,816.04,0.4
Sep-22,SCAS,Queen Alexandra Hospital,"3,316",86.49%,"2,593",78.20%,"1,948",58.75%,"1,356",40.89%,988,29.79%,"3,545.35","2,989.73","2,184.68",765.85,78.07,168.88,"4,314.82",1.07
Sep-22,NEAS,Queen Elizabeth Emrg Hub,"1,323",87.50%,717,54.20%,242,18.29%,125,9.45%,63,4.76%,267.59,231.08,175.1,225.25,24.91,72.73,549.16,0.2
Sep-22,EEAST,Queen Elizabeth Hospital,"1,314",84.34%,"1,065",81.05%,756,57.53%,556,42.31%,440,33.49%,"1,528.43","1,309.30",985.91,654.7,84.13,194.25,"1,842.41",1.16
Sep-22,LAS,Queen Elizabeth Ii; Woolwich,"2,034",90.36%,631,31.02%,170,8.36%,106,5.21%,76,3.74%,261.29,186.32,122.29,322.35,19.05,37.16,645.8,0.13
Sep-22,SECAmb,Queen Elizabeth Queen Mother Hospital,"2,257",94.95%,"1,892",83.83%,525,23.26%,57,2.53%,24,1.06%,409.02,122.58,32.71,191.7,25.3,39.77,951.83,0.18
Sep-22,EMAS,Queens Medical Centre Campus Hospital,"4,736",100.00%,"2,946",62.20%,"1,272",26.86%,488,10.30%,238,5.03%,"2,027.02","1,050.09",475.64,369,29.5,65.94,"2,328.64",0.43
Sep-22,LAS,Queens; Romford - A&E,"1,463",69.14%,"1,432",97.88%,"1,186",81.07%,519,35.48%,329,22.49%,"1,325.84",993.89,574.76,488.43,69.24,130.95,"1,688.39",0.91
Sep-22,YAS,Rotherham District General Hos,"1,650",85.89%,"1,026",62.18%,562,34.06%,314,19.03%,203,12.30%,719.07,531.43,324.42,364.62,39.02,91.9,"1,073.14",0.44
Sep-22,NWAS,Royal Albert Edward Infirmary,"1,258",72.67%,964,76.63%,537,42.69%,237,18.84%,129,10.25%,549.63,364.93,192.12,361.22,40.18,87.89,842.35,0.44
Sep-22,SCAS,Royal Berkshire Hospital,"2,560",84.04%,"1,522",59.45%,376,14.69%,119,4.65%,53,2.07%,371.03,172.13,70.19,208.3,21.97,39.44,937.23,0.14
Sep-22,NWAS,Royal Blackburn,"2,562",79.22%,"2,027",79.12%,466,18.19%,19,0.74%,2,0.08%,352.83,66.35,3.86,100.52,22.62,35.1,966.03,0.14
Sep-22,NWAS,Royal Bolton,"1,446",81.10%,"1,025",70.89%,614,42.46%,286,19.78%,179,12.38%,674.05,476.03,264.19,388.87,41.69,91.02,"1,004.61",0.47
Sep-22,SWAS,Royal Bournemouth Hospital,"1,832",100.00%,"1,352",73.80%,973,53.11%,655,35.75%,476,25.98%,"1,707.67","1,420.27","1,024.55",728.2,69.23,172.97,"2,113.91",0.93
Sep-22,EMAS,Royal Derby Hospital,"3,531",100.00%,"2,829",80.12%,"1,105",31.29%,312,8.84%,160,4.53%,"1,801.09",788.17,280.78,312.48,31,60.21,"1,824.36",0.51
Sep-22,SWAS,Royal Devon And Exeter Wonford,"2,579",100.00%,"1,588",61.57%,754,29.24%,259,10.04%,105,4.07%,640.89,363.6,141.32,324.45,27.77,58.63,"1,193.51",0.25
Sep-22,LAS,Royal Free,"1,212",83.18%,972,80.20%,353,29.13%,125,10.31%,70,5.78%,359.04,209.83,103.79,332.2,31.91,60.71,644.48,0.3
Sep-22,SCAS,Royal Hampshire County Hospital,"1,133",93.56%,441,38.92%,227,20.04%,79,6.97%,34,3.00%,203.26,125.69,53.54,259.3,22.65,48.66,427.79,0.18
Sep-22,NWAS,Royal Lancaster Infirmary,"1,168",82.25%,909,77.83%,489,41.87%,255,21.83%,158,13.53%,633.75,467.95,293.36,589.58,46.77,104.72,910.47,0.54
Sep-22,NWAS,Royal Liverpool University,929,48.08%,584,62.86%,291,31.32%,142,15.29%,94,10.12%,364.85,264.73,164.17,451.83,36.58,84.32,566.45,0.39
Sep-22,LAS,Royal London (Whitechapel),"1,293",70.42%,"1,154",89.25%,598,46.25%,73,5.65%,41,3.17%,398.39,170.19,62.67,348.33,32.89,54.44,708.76,0.31
Sep-22,NWAS,Royal Oldham,990,56.73%,754,76.16%,308,31.11%,100,10.10%,51,5.15%,289.76,163.18,75.82,253.08,31.77,65.3,524.26,0.29
Sep-22,NWAS,Royal Preston,"1,659",87.50%,"1,111",66.97%,343,20.68%,102,6.15%,51,3.07%,322.86,165.09,75.64,270.7,25.42,50.48,702.95,0.19
Sep-22,WMAS,Royal Shrewsbury,"1,256",69.39%,"1,171",93.23%,940,74.84%,699,55.65%,591,47.05%,"3,116.24","2,853.48","2,456.65","1,119.00",163.56,380.43,"3,423.80",2.48
Sep-22,WMAS,Royal Stoke Univ Hosp,"3,805",79.07%,"3,135",82.39%,"2,321",61.00%,"1,623",42.65%,"1,260",33.11%,"4,894.50","4,225.19","3,264.39",741,91.37,226.18,"5,794.21",1.29
Sep-22,SECAmb,Royal Surrey County Hospital,"1,245",95.11%,836,67.15%,164,13.17%,18,1.45%,3,0.24%,141.17,35.29,5.21,145.65,20.64,32.9,428.31,0.11
Sep-22,SECAmb,Royal Sussex County Hospital,"2,177",89.55%,"1,618",74.32%,855,39.27%,218,10.01%,35,1.61%,605.37,312.18,57.08,158.32,30.71,56.01,"1,114.11",0.28
Sep-22,SWAS,Royal United Hospital - Bath,"2,162",100.00%,"1,554",71.88%,"1,044",48.29%,722,33.40%,567,26.23%,"2,481.71","2,167.16","1,739.38","1,136.25",82.23,205.97,"2,962.87",1.15
Sep-22,WMAS,Russells Hall,"3,369",94.50%,"2,736",81.21%,"1,410",41.85%,768,22.80%,509,15.11%,"2,006.84","1,513.44","1,015.27",961,50.02,111.93,"2,808.86",0.6
Sep-22,NEAS,Rvi A&E,"1,488",51.38%,749,50.34%,115,7.73%,1,0.07%,0,0.00%,99.26,43.12,0.95,72.28,16.53,46.6,409.96,0.07
Sep-22,NWAS,Salford Royal,"1,519",75.31%,637,41.94%,192,12.64%,74,4.87%,42,2.76%,195.4,105.22,50.06,258.48,19.79,43.24,501.06,0.13
Sep-22,SWAS,Salisbury District Hospital,"1,031",100.00%,640,62.08%,351,34.04%,193,18.72%,129,12.51%,515.57,398.9,270.18,441.3,42.67,109.53,733.27,0.5
Sep-22,WMAS,Sandwell,"2,242",92.91%,"1,572",70.12%,590,26.32%,189,8.43%,99,4.42%,615.66,367.29,204.12,445,30.51,62.71,"1,140.10",0.27
Sep-22,YAS,Scarborough District General Hospital,"1,161",77.14%,"1,002",86.30%,781,67.27%,521,44.88%,348,29.97%,"1,246.18","1,023.78",707.44,479.12,78.45,168.21,"1,518.04",1.07
Sep-22,EMAS,Scunthorpe General Hospital,"1,294",100.00%,"1,046",80.83%,772,59.66%,519,40.11%,370,28.59%,"1,672.53","1,320.33",914.07,591,76.91,168.58,"1,658.59",1.29
Sep-22,NEAS,South Tyneside Hosp A&E,773,71.97%,545,70.50%,156,20.18%,47,6.08%,25,3.23%,140.85,105.66,59.69,146.28,24.93,61.24,321.17,0.18
Sep-22,SCAS,Southampton General Hospital,"3,057",83.62%,"1,644",53.78%,199,6.51%,4,0.13%,1,0.03%,200.06,25.83,1.68,134.82,17.26,25.48,879.65,0.07
Sep-22,EEAST,Southend University Hospital,"1,256",68.94%,"1,110",88.38%,736,58.60%,478,38.06%,385,30.65%,"1,597.51","1,365.57","1,074.72",597.53,90.83,237.3,"1,901.33",1.27
Sep-22,SWAS,Southmead Hospital,"2,623",100.00%,"2,159",82.31%,"1,269",48.38%,629,23.98%,409,15.59%,"1,792.25","1,373.69",928.33,890.2,55.11,141.27,"2,409.02",0.68
Sep-22,NWAS,Southport District General,"1,066",84.00%,851,79.83%,361,33.86%,84,7.88%,32,3.00%,287.61,143.7,50.64,476.17,30.43,55.69,540.56,0.27
Sep-22,LAS,St Georges; Tooting,"1,567",81.78%,"1,120",71.47%,459,29.29%,113,7.21%,66,4.21%,406.38,222.28,103.61,294.4,29.5,58.38,770.4,0.26
Sep-22,LAS,St Helier,"1,196",91.65%,936,78.26%,316,26.42%,93,7.78%,56,4.68%,301.28,158.24,70.87,280.93,29.37,55.2,585.54,0.25
Sep-22,YAS,St James University Hospital,"1,256",45.79%,771,61.39%,250,19.90%,17,1.35%,3,0.24%,169.6,50.41,4.49,143.13,21.08,36.96,441.17,0.14
Sep-22,IOW,St Mary'S Hospital,"1,373",96.08%,360,26.22%,39,2.84%,0,0.00%,0,0.00%,34.27,3.61,0,48.28,13.36,19.51,305.71,0.02
Sep-22,LAS,St Marys; W2,"1,577",89.30%,921,58.40%,244,15.47%,14,0.89%,3,0.19%,176.14,45.4,4.02,111.03,19.81,34.32,520.59,0.11
Sep-22,SECAmb,St Peters Hospital,"2,192",97.08%,"1,634",74.54%,279,12.73%,18,0.82%,2,0.09%,250.3,44.27,3.83,107.9,21.04,31.64,768.72,0.11
Sep-22,SECAmb,St Richards Hospital,"1,738",94.51%,685,39.41%,216,12.43%,89,5.12%,47,2.70%,226.19,134.05,64.88,214.22,19.94,39.27,577.64,0.13
Sep-22,LAS,St Thomas',"2,156",91.94%,"1,550",71.89%,441,20.45%,41,1.90%,9,0.42%,324.44,97.4,12.15,193.27,22.9,39.34,822.96,0.15
Sep-22,NWAS,Stepping Hill,"1,073",67.27%,861,80.24%,457,42.59%,183,17.05%,116,10.81%,515.24,357.47,218.27,456.15,43.15,99.7,771.74,0.48
Sep-22,SCAS,Stoke Mandeville Hospital,"1,405",76.32%,926,65.91%,373,26.55%,111,7.90%,52,3.70%,331.34,179.92,75.02,244.92,27.93,47.47,654.08,0.24
Sep-22,NEAS,Sunderland Royal A&E,"2,228",85.30%,"1,277",57.32%,366,16.43%,53,2.38%,14,0.63%,272.18,193.92,57.92,123.22,20.58,55.92,764.31,0.12
Sep-22,NWAS,Tameside General,990,62.30%,618,62.42%,276,27.88%,111,11.21%,56,5.66%,277.33,171.21,88.61,266.93,30.09,64.77,496.51,0.28
Sep-22,SWAS,Torbay Hospital,"1,706",100.00%,"1,322",77.49%,"1,010",59.20%,762,44.67%,632,37.05%,"2,843.14","2,559.41","2,128.59","1,091.37",113.61,267.42,"3,230.45",1.67
Sep-22,SWAS,Treliske Hospital,"1,986",100.00%,"1,725",86.86%,"1,617",81.42%,"1,412",71.10%,"1,271",64.00%,"7,803.75","7,386.83","6,630.72","1,554.78",249.58,556.57,"8,261.17",3.93
Sep-22,SECAmb,Tunbridge Wells Hospital,"2,059",95.68%,"1,317",63.96%,314,15.25%,22,1.07%,0,0.00%,235.74,62.59,4.1,89.7,20.56,34.71,705.59,0.11
Sep-22,NEAS,Uhnd A&E,"1,851",88.86%,"1,073",57.97%,402,21.72%,224,12.10%,134,7.24%,480.21,421.64,341.7,237.48,28.87,88.08,890.59,0.26
Sep-22,WMAS,Uni Hospital Cov & War,"3,175",86.54%,"2,688",84.66%,"1,189",37.45%,495,15.59%,321,10.11%,"1,344.04",871.53,509.25,349.83,39.76,88.21,"2,104.03",0.42
Sep-22,LAS,University College,"1,420",87.93%,"1,043",73.45%,411,28.94%,107,7.54%,38,2.68%,317.29,153.43,46.19,163.05,27.43,51.74,649.15,0.22
Sep-22,WMAS,Walsall Manor,"2,642",96.95%,"1,305",49.39%,184,6.96%,23,0.87%,2,0.08%,181.87,44.77,5.43,117.22,17.28,27.99,760.75,0.07
Sep-22,NWAS,Warrington,"1,295",82.85%,745,57.53%,390,30.12%,207,15.98%,133,10.27%,503.12,371.69,232.29,443.23,36.04,84.58,777.88,0.39
Sep-22,WMAS,Warwick,"1,609",95.83%,"1,344",83.53%,363,22.56%,135,8.39%,56,3.48%,385.67,196.76,91.66,301.08,29.01,51.5,777.85,0.24
Sep-22,EEAST,Watford General Hospital,"1,376",60.88%,"1,245",90.48%,716,52.03%,324,23.55%,189,13.74%,807.14,565.64,332.29,328.13,49.89,114.29,"1,144.18",0.59
Sep-22,NWAS,West Cumberland,640,69.95%,485,75.78%,133,20.78%,25,3.91%,7,1.09%,110.63,41.46,12.88,200.02,24.4,44.04,260.28,0.17
Sep-22,LAS,West Middlesex,"1,858",95.72%,898,48.33%,162,8.72%,23,1.24%,4,0.22%,146.84,41.26,7.27,155.33,17.31,29.76,536.12,0.08
Sep-22,EEAST,West Suffolk Hospital,"1,490",92.83%,933,62.62%,207,13.89%,77,5.17%,34,2.28%,237.92,118.45,60.29,283.03,23.14,42.32,574.55,0.16
Sep-22,SWAS,Weston General Hospital,792,100.00%,661,83.46%,421,53.16%,266,33.59%,184,23.23%,738.84,607.01,440.46,678.4,70.15,161.28,926,0.93
Sep-22,SCAS,Wexham Park Hospital,"2,390",92.24%,"1,277",53.43%,271,11.34%,39,1.63%,5,0.21%,227.26,69.23,10.96,173.42,18.88,30.01,751.94,0.1
Sep-22,LAS,Whipps Cross,"1,080",68.27%,976,90.37%,548,50.74%,193,17.87%,119,11.02%,567.62,377.07,221.71,349.47,46.17,97.92,831,0.53
Sep-22,NWAS,Whiston,"1,109",53.32%,811,73.13%,418,37.69%,206,18.58%,122,11.00%,521.84,378.77,236.13,544.58,42.28,98.38,781.5,0.47
Sep-22,LAS,Whittington,"1,270",89.19%,993,78.19%,287,22.60%,23,1.81%,8,0.63%,205,58.48,10.65,175.55,23.79,38.55,503.56,0.16
Sep-22,SECAmb,William Harvey Hospital,"2,653",94.99%,"1,470",55.41%,379,14.29%,24,0.90%,0,0.00%,269.42,71.83,3.42,88.85,19.18,33.8,847.92,0.1
Sep-22,WMAS,Worcestershire Royal,"2,434",76.21%,"1,748",71.82%,"1,182",48.56%,856,35.17%,631,25.92%,"2,710.38","2,355.69","1,861.78",923,80.61,204.3,"3,269.90",1.11
Sep-22,SECAmb,Worthing Hospital,"1,914",90.93%,747,39.03%,137,7.16%,36,1.88%,7,0.37%,124.21,45.96,10.68,131.58,16.47,28.01,525.51,0.06
Sep-22,NWAS,Wythenshawe,"1,564",79.80%,"1,182",75.58%,718,45.91%,265,16.94%,102,6.52%,635.02,405.93,164.84,311.83,38.31,79.42,998.49,0.41
Sep-22,SWAS,Yeovil District Hospital,"1,238",100.00%,675,54.52%,209,16.88%,29,2.34%,6,0.48%,157.05,60.14,12.73,269.5,20.34,36.92,419.64,0.13
Sep-22,YAS,York District Hospital,"1,311",63.76%,"1,009",76.96%,783,59.73%,503,38.37%,308,23.49%,"1,149.73",926.96,614.89,"1,139.93",65.88,155.19,"1,439.39",0.88
Oct-22,EEAST,Addenbrookes Hospital,"2,062",86.49%,"1,523",73.86%,718,34.82%,341,16.54%,197,9.55%,869.63,608.75,369.47,484.6,39.37,0,"1,352.92",0.42
Oct-22,NWAS,Aintree University,"1,517",70.17%,"1,295",85.37%,778,51.29%,355,23.40%,229,15.10%,970.6,715.15,457.08,563.12,52.83,118.45,"1,335.64",0.64
Oct-22,YAS,Airedale General Hospital,773,70.46%,293,37.90%,77,9.96%,4,0.52%,2,0.26%,56.07,16.05,1.51,99.65,15.25,28.46,196.52,0.07
Oct-22,WMAS,Alexandra,"1,678",91.49%,"1,049",62.51%,666,39.69%,422,25.15%,281,16.75%,"1,016.33",815.82,552.09,845,49.85,121.73,"1,394.14",0.61
Oct-22,NWAS,Arrowe Park,"1,118",69.40%,795,71.11%,392,35.06%,217,19.41%,152,13.60%,557.72,417.39,279.22,579.23,43.68,100.97,813.96,0.5
Oct-22,LAS,Barnet,"1,198",84.54%,"1,037",86.56%,561,46.83%,217,18.11%,109,9.10%,558.9,362.86,190.86,298.98,41.91,87.55,836.85,0.47
Oct-22,EEAST,Barnet General Hospital,343,71.16%,322,93.88%,198,57.73%,90,26.24%,45,13.12%,205.12,140.89,75.66,277.53,50.67,0,289.64,0.6
Oct-22,YAS,Barnsley District General,"1,784",88.49%,"1,024",57.40%,468,26.23%,141,7.90%,66,3.70%,402.95,226.17,89.95,194.38,26.37,56.49,783.93,0.23
Oct-22,EEAST,Basildon & Thurrock Hospital,"1,400",72.43%,"1,223",87.36%,857,61.21%,523,37.36%,352,25.14%,"1,292.71","1,036.76",709.29,522.03,69.98,0,"1,632.83",0.92
Oct-22,EMAS,Bassetlaw District General Hospital,800,100.00%,623,77.88%,236,29.50%,63,7.88%,32,4.00%,325.71,146.41,53.76,215,29.54,55.78,393.83,0.41
Oct-22,EEAST,Bedford Hospital South Wing,"1,509",95.45%,805,53.35%,184,12.19%,71,4.71%,40,2.65%,221.57,121.92,64.91,281.78,22.26,0,559.89,0.15
Oct-22,WMAS,Birmingham Childrens,505,79.03%,154,30.50%,27,5.35%,5,0.99%,1,0.20%,23.76,7.02,1.36,100,14.53,21.96,122.27,0.05
Oct-22,NWAS,Blackpool Victoria,"1,777",78.56%,"1,415",79.63%,766,43.11%,321,18.06%,175,9.85%,829.74,569.02,319.1,471.35,42.28,90.32,"1,252.26",0.47
Oct-22,EMAS,Boston Pilgrim Hospital,"1,600",100.00%,"1,500",93.75%,937,58.56%,500,31.25%,399,24.94%,"2,007.70","1,542.60","1,090.39",697,75.75,179.91,"2,019.90",1.25
Oct-22,YAS,Bradford Royal Infirmary,"2,300",76.06%,"1,132",49.22%,475,20.65%,125,5.43%,51,2.22%,383.45,192.45,68.56,212.97,21.27,45.94,815.34,0.17
Oct-22,SWAS,Bristol Royal Hosp For Children,513,100.00%,248,48.34%,102,19.88%,13,2.53%,5,0.97%,94.24,53.45,30.3,"1,444.50",22.73,40.06,194.34,0.18
Oct-22,SWAS,Bristol Royal Infirmary,"2,058",100.00%,"1,839",89.36%,"1,481",71.96%,"1,027",49.90%,777,37.76%,"2,926.76","2,511.77","1,899.67",702.03,99.69,227.87,"3,419.30",1.42
Oct-22,EEAST,Broomfield Hospital,"1,808",87.94%,"1,445",79.92%,871,48.17%,499,27.60%,311,17.20%,"1,163.00",889.25,558.62,389.43,52.94,0,"1,595.39",0.64
Oct-22,WMAS,Burton,930,83.11%,861,92.58%,440,47.31%,245,26.34%,175,18.82%,605.9,452.52,293.97,291.93,53.95,116.44,836.16,0.65
Oct-22,YAS,Calderdale Royal Hospital,948,58.37%,501,52.85%,195,20.57%,35,3.69%,7,0.74%,137.29,56.76,12.37,159.4,20.52,41.79,324.27,0.14
Oct-22,LAS,Charing Cross,"1,301",94.55%,441,33.90%,49,3.77%,5,0.38%,2,0.15%,55.8,11.97,2.28,113.8,14.1,22.81,305.67,0.04
Oct-22,LAS,Chelsea & Westminster,"1,524",95.73%,757,49.67%,51,3.35%,1,0.07%,0,0.00%,81.25,8.09,0.11,66.52,15.74,24.46,399.67,0.05
Oct-22,SWAS,Cheltenham General Hospital,529,100.00%,367,69.38%,216,40.83%,112,21.17%,51,9.64%,229.53,159.85,83.37,283.1,39.11,95.25,344.78,0.43
Oct-22,EMAS,Chesterfield Royal Hospital,"2,122",100.00%,"1,306",61.55%,181,8.53%,8,0.38%,3,0.14%,526.08,67.31,2.7,96.38,18.5,27.91,654.3,0.25
Oct-22,WMAS,City (Birmingham),"2,196",94.41%,867,39.48%,164,7.47%,69,3.14%,48,2.19%,212.05,114.69,66.71,310.03,18.05,31.99,660.55,0.1
Oct-22,EEAST,Colchester General Hospital,"1,467",60.95%,"1,357",92.50%,872,59.44%,549,37.42%,416,28.36%,"1,578.88","1,305.81",972.06,678.65,79.39,0,"1,941.05",1.08
Oct-22,SECAmb,Conquest Hospital,"1,536",82.18%,"1,024",66.67%,282,18.36%,59,3.84%,21,1.37%,231.72,100.76,26.87,252.75,23.05,40.11,589.99,0.15
Oct-22,NWAS,Countess Of Chester,944,77.50%,845,89.51%,521,55.19%,198,20.97%,110,11.65%,492.42,322.97,156.78,270.77,45.88,88.81,721.92,0.52
Oct-22,WMAS,County Hospital (Stafford),886,91.91%,549,61.96%,226,25.51%,103,11.63%,53,5.98%,235.11,150.69,75.34,245,29.75,62.23,439.24,0.27
Oct-22,LAS,Croydon University (Mayday),"2,028",91.81%,"1,653",81.51%,686,33.83%,295,14.55%,175,8.63%,813.86,543.69,327.36,359.4,38.26,87.22,"1,293.03",0.4
Oct-22,NWAS,Cumberland Infirmary,"1,218",78.03%,891,73.15%,360,29.56%,167,13.71%,88,7.22%,379.55,239.34,120.38,301.03,32.67,70.31,663.18,0.31
Oct-22,SECAmb,Darent Valley Hospital,"1,691",84.42%,"1,212",71.67%,255,15.08%,17,1.01%,4,0.24%,201.05,45.62,5.75,186.33,21.21,33,597.71,0.12
Oct-22,NEAS,Darlington Memorial A&E,885,64.27%,683,77.18%,342,38.64%,161,18.19%,98,11.07%,388.35,356.01,273.2,267.13,40.34,152.31,595.07,0.44
Oct-22,SWAS,Derriford Hospital,"2,081",100.00%,"1,795",86.26%,"1,575",75.68%,"1,293",62.13%,"1,142",54.88%,"8,801.49","8,379.61","7,672.18","2,138.52",267.65,689.63,"9,282.92",4.23
Oct-22,YAS,Doncaster Royal Infirmary,"1,838",80.19%,"1,475",80.25%,"1,087",59.14%,646,35.15%,365,19.86%,"1,323.27","1,006.50",578.1,369.83,56.79,120.02,"1,739.60",0.72
Oct-22,SWAS,Dorset County Hospital,"1,473",100.00%,470,31.91%,215,14.60%,95,6.45%,50,3.39%,253.6,175.34,105.73,471.53,20.49,50.65,502.91,0.17
Oct-22,LAS,Ealing,"1,465",93.85%,998,68.12%,585,39.93%,231,15.77%,118,8.05%,570.84,380.44,186.04,348.83,36.51,80.17,891.38,0.39
Oct-22,SECAmb,East Surrey Hospital,"2,617",92.97%,"2,109",80.59%,849,32.44%,172,6.57%,50,1.91%,635.91,285.44,67.36,202.8,28.95,51.27,"1,262.60",0.24
Oct-22,SECAmb,Eastbourne Dgh,"1,373",86.62%,766,55.79%,231,16.82%,67,4.88%,19,1.38%,194.01,90.44,27.85,158.07,21.64,41.1,495.19,0.14
Oct-22,SECAmb,Epsom Hospital,965,95.17%,693,71.81%,142,14.72%,21,2.18%,6,0.62%,127.17,38.81,8.19,129.23,21.97,35.08,353.31,0.13
Oct-22,NWAS,Fairfield General,925,62.16%,553,59.78%,275,29.73%,148,16.00%,103,11.14%,427.95,333.8,234.32,483.45,41.05,105.27,632.82,0.46
Oct-22,SCAS,Frimley Park Hospital,722,91.28%,519,71.88%,118,16.34%,15,2.08%,1,0.14%,97.11,27.77,3.81,98.17,22.09,34.93,265.76,0.13
Oct-22,SECAmb,Frimley Park Hospital,"1,775",93.08%,"1,403",79.04%,306,17.24%,15,0.85%,0,0.00%,241.15,48.56,2.39,77.05,22.61,34.56,668.77,0.14
Oct-22,NWAS,Furness General,555,69.20%,315,56.76%,148,26.67%,62,11.17%,29,5.23%,151.53,96.67,50.33,438.27,29.28,68.26,270.84,0.27
Oct-22,WMAS,George Elliot,"1,138",95.63%,943,82.86%,271,23.81%,12,1.05%,2,0.18%,193.58,56.87,3.77,191.87,24.81,40.13,470.56,0.17
Oct-22,EMAS,Glenfield General Hospital,809,100.00%,337,41.66%,103,12.73%,23,2.84%,8,0.99%,179.74,66.77,22.85,256.7,17.96,32.88,242.17,0.22
Oct-22,SWAS,Gloucester Royal Hospital,"2,773",100.00%,"2,324",83.81%,"1,757",63.36%,"1,044",37.65%,673,24.27%,"2,298.35","1,793.05","1,105.29",742.6,63.81,137.11,"2,949.21",0.83
Oct-22,WMAS,Good Hope,"1,829",88.70%,"1,544",84.42%,883,48.28%,480,26.24%,336,18.37%,"1,340.84","1,044.64",728.53,518,58.45,142.59,"1,781.69",0.73
Oct-22,SWAS,Great Western Hospital,"1,812",100.00%,"1,252",69.09%,904,49.89%,648,35.76%,522,28.81%,"2,056.34","1,794.61","1,410.74",656.6,81.04,221.32,"2,447.39",1.13
Oct-22,EMAS,Grimsby Diana Princess Of Wales,"1,513",100.00%,"1,087",71.84%,600,39.66%,329,21.74%,223,14.74%,"1,203.28",848.84,560.2,434,49.93,119.16,"1,258.94",0.8
Oct-22,YAS,Harrogate District Hospital,577,56.07%,411,71.23%,219,37.95%,66,11.44%,25,4.33%,177.83,101.53,38.02,205.22,31.39,65.97,301.9,0.31
Oct-22,WMAS,Heartlands,"2,820",89.07%,"2,371",84.08%,"1,351",47.91%,649,23.01%,480,17.02%,"1,920.20","1,461.94","1,004.76",549,55.28,136.41,"2,598.37",0.68
Oct-22,WMAS,Hereford County,"1,411",88.63%,772,54.71%,252,17.86%,116,8.22%,72,5.10%,325.26,217.69,134.85,360.03,27.08,55.39,636.91,0.23
Oct-22,LAS,Hillingdon,"1,692",88.17%,"1,075",63.53%,498,29.43%,140,8.27%,75,4.43%,443.55,257.94,117.35,303.55,28.59,57.4,806.11,0.26
Oct-22,EEAST,Hinchingbrooke Hospital,"1,094",92.01%,734,67.09%,277,25.32%,104,9.51%,62,5.67%,305.07,191.6,106.53,373.07,30.51,0,556.31,0.28
Oct-22,LAS,Homerton,"1,253",92.68%,511,40.78%,71,5.67%,5,0.40%,1,0.08%,66.82,11.73,1.23,93.13,14.64,25.07,305.65,0.05
Oct-22,SCAS,Horton General Hospital,517,81.42%,223,43.13%,41,7.93%,2,0.39%,0,0.00%,31.34,6.22,0.1,63.58,16.25,24.42,140.05,0.06
Oct-22,YAS,Huddersfield Royal Infirmary,863,53.67%,423,49.02%,156,18.08%,27,3.13%,6,0.70%,109.51,42.56,7.49,129.07,19.09,36.86,274.53,0.13
Oct-22,YAS,Hull Royal Infirmary,"1,512",58.38%,"1,224",80.95%,879,58.13%,541,35.78%,371,24.54%,"1,320.67","1,061.35",722.56,621.22,66.21,144.78,"1,668.38",0.87
Oct-22,EEAST,Ipswich Hospital,"1,556",81.98%,"1,323",85.03%,740,47.56%,448,28.79%,359,23.07%,"1,399.42","1,149.57",874.05,500.13,68.41,0,"1,774.18",0.9
